lr_beta_1,0.10602580199999956

spline_beta_1,0.40058835800000026

nnr_beta_1,20.413362325

ir_beta_1,0.5210217250000007

mvr_beta_1,2.096061388999999

lr_beta_10,0.08926708099999914

spline_beta_10,0.40788607100000007

nnr_beta_10,20.361441186000004

ir_beta_10,0.5301310340000001

mvr_beta_10,2.497634052000002

lr_beta_100,0.004419891000004839

spline_beta_100,0.001417165999995973

nnr_beta_100,0.00047382200000356534

ir_beta_100,0.004164269999996861

mvr_beta_100,0.01808891099999954

lr_beta_101,0.004621657000001278

spline_beta_101,0.0016035089999988372

nnr_beta_101,0.0006631980000051385

ir_beta_101,0.004482342999999389

mvr_beta_101,0.016703855000002932

lr_beta_102,0.004417363000001728

spline_beta_102,0.0010073130000023411

nnr_beta_102,0.00036434199999746397

ir_beta_102,0.0040585830000026135

mvr_beta_102,0.019110889000003795

lr_beta_103,0.0044292460000008305

spline_beta_103,0.0010634440000032441

nnr_beta_103,0.0003853280000001291

ir_beta_103,0.0037807119999939687

mvr_beta_103,0.017332920000001195

lr_beta_104,0.004700542000001917

spline_beta_104,0.0012391670000013733

nnr_beta_104,0.0006755870000034747

ir_beta_104,0.004309652999999969

mvr_beta_104,0.020327049000002262

lr_beta_105,0.004785748999999839

spline_beta_105,0.0012887239999983535

nnr_beta_105,0.0005039089999954172

ir_beta_105,0.004424694999997314

mvr_beta_105,0.016839882999995837

lr_beta_106,0.00486387699999824

spline_beta_106,0.0014287969999955408

nnr_beta_106,0.0005595339999970861

ir_beta_106,0.004315720999997552

mvr_beta_106,0.01936398099999792

lr_beta_107,0.004199415000002205

spline_beta_107,0.0009792480000001547

nnr_beta_107,0.0003577689999971767

ir_beta_107,0.003708147000004658

mvr_beta_107,0.017161495000003413

lr_beta_108,0.0044532659999987345

spline_beta_108,0.0013815160000021365

nnr_beta_108,0.0004991059999994718

ir_beta_108,0.004109402999993961

mvr_beta_108,0.019761446000003957

lr_beta_109,0.004392330999998251

spline_beta_109,0.001523106999997026

nnr_beta_109,0.0005779910000001109

ir_beta_109,0.004489926999994509

mvr_beta_109,0.019222139000000027

lr_beta_11,0.10474213499999507

spline_beta_11,0.44342117499999745

nnr_beta_11,23.797702446000002

ir_beta_11,0.5720028069999898

mvr_beta_11,2.3699350830000014

lr_beta_110,0.004396123999995893

spline_beta_110,0.0013286729999890667

nnr_beta_110,0.00045106600001076913

ir_beta_110,0.004173371999996789

mvr_beta_110,0.01752710099999888

lr_beta_111,0.004432532999999239

spline_beta_111,0.0010123699999979863

nnr_beta_111,0.00037091500000485667

ir_beta_111,0.0037298909999918806

mvr_beta_111,0.017583232000006888

lr_beta_112,0.004283103999995319

spline_beta_112,0.0010548479999954452

nnr_beta_112,0.00033400099999880695

ir_beta_112,0.0036848860000020522

mvr_beta_112,0.017909900999995898

lr_beta_113,0.004275520000007305

spline_beta_113,0.001363058000009687

nnr_beta_113,0.000468006999994941

ir_beta_113,0.004089428999989764

mvr_beta_113,0.01875463800000432

lr_beta_114,0.004550609000006034

spline_beta_114,0.0011908750000060309

nnr_beta_114,0.00039013200000681536

ir_beta_114,0.004081592000005685

mvr_beta_114,0.016772880000004875

lr_beta_115,0.004455035000006546

spline_beta_115,0.0011607870000034382

nnr_beta_115,0.000473569000007501

ir_beta_115,0.004099037000003136

mvr_beta_115,0.01763708699999711

lr_beta_116,0.004398147000003405

spline_beta_116,0.0009901210000009542

nnr_beta_116,0.0003474020000027167

ir_beta_116,0.0039035920000003443

mvr_beta_116,0.015210836999997923

lr_beta_117,0.004605222000009235

spline_beta_117,0.0012543369999917786

nnr_beta_117,0.00034133300000860345

ir_beta_117,0.0037359589999965692

mvr_beta_117,0.01800269299999968

lr_beta_118,0.004538220000000592

spline_beta_118,0.0012305710000077852

nnr_beta_118,0.00039670600000363265

ir_beta_118,0.004012060000007978

mvr_beta_118,0.018669431000006398

