0.0206927178111277,3.28390870530331e-12,159263,0.0503177830416695,51247,-0.855449916464492,0.995874750735266,beta1.csv
0.0208633126789034,3.31949908772247e-12,158851,0.0503645349260209,50969,-0.854086620141898,0.99584690184534,beta10.csv
0.0203447753208761,3.33264077946505e-07,512,0.0561183444897868,167,-0.910561135067193,0.996243879649709,beta100.csv
0.0228780377920413,2.59351867870658e-07,551,0.0535276278036046,184,-0.845924432831624,0.994717723087988,beta101.csv
0.0143260033914778,7.16005765451335e-07,343,0.0571685127866897,114,-1.06966342244328,0.997325766242329,beta102.csv
0.0176600328931495,6.72736976892368e-07,347,0.0552834401097097,110,-0.989856573939549,0.996748841255929,beta103.csv
0.0179901652797608,4.01047386232084e-07,442,0.0575896585221617,143,-0.950751054467482,0.996898243985867,beta104.csv
0.0252505630040837,4.09503402222643e-07,458,0.0519830658738666,145,-0.773523516269275,0.993364759549704,beta105.csv
0.0318377793544956,3.58611580900751e-07,487,0.0537589558328184,169,-0.702592475802323,0.991142638388833,beta106.csv
0.0254419943455233,8.54348396718685e-07,325,0.0559989000704373,115,-0.817985270756569,0.9939969809458,beta107.csv
0.0290883873197105,2.83167589279306e-07,541,0.0511500023844731,176,-0.762623630313998,0.993001240746486,beta108.csv
0.0154602794579245,2.36385441245241e-07,588,0.0589787513211604,208,-0.980899733402487,0.997729746260926,beta109.csv
0.0206491080411542,2.81149373533833e-12,172088,0.0503333539303323,55187,-0.856682709895114,0.995899691408133,beta11.csv
0.0170135836156031,2.96036887091441e-07,518,0.055150203536933,165,-0.931408358848813,0.996676487930343,beta110.csv
0.0215097455170947,6.70503928174209e-07,343,0.0603836934265172,132,-0.879962889438118,0.995557378170635,beta111.csv
0.0248827265815496,6.84058127795104e-07,347,0.0546172082153334,114,-0.820360977778475,0.994419540607127,beta112.csv
0.0281749679169329,3.20911851142179e-07,521,0.049113804695792,161,-0.727494736237632,0.992592973761932,beta113.csv
0.0167380545706811,4.80810000058414e-07,420,0.0620848471879029,151,-0.95443761766339,0.997216328567159,beta114.csv
0.0200960450137614,5.05111948464748e-07,421,0.0546355388377122,129,-0.91395130671273,0.996285634833158,beta115.csv
0.0206268855963992,7.49919284607518e-07,337,0.0545490106094518,125,-0.889534812197437,0.995978701705791,beta116.csv
0.0254432710825691,6.05001300060424e-07,367,0.053369328356616,117,-0.838903531847405,0.994007727135867,beta117.csv
0.0218975709830038,5.43576223702183e-07,390,0.0586709577470906,130,-0.871274221478626,0.9955308165683,beta118.csv
