name,training_time,size,execution_time,10-off_precision,15-off_precision,20-off_precision
ir_parteo_83,0.005048703000284149,27232,7.610500006194343e-05,1.0,1.0,1.0
mvr_parteo_83,0.022709050999765168,352,0.00016105899999274698,0.9918533604887984,1.0,1.0
lr_parteo_84,0.004520015000252897,96,3.160500000376487e-05,0.0410958904109589,0.06335616438356165,0.08561643835616438
spline_parteo_84,0.0015501610000683286,41624,3.53980001364107e-05,1.0,1.0,1.0
nnr_parteo_84,0.0005544770001506549,10656,0.0006834260000232462,1.0,1.0,1.0
ir_parteo_84,0.004396883000026719,31696,7.559899995612795e-05,1.0,1.0,1.0
mvr_parteo_84,0.023471867999887763,344,0.00016434599979220366,0.9965753424657534,1.0,1.0
lr_parteo_85,0.005649197999900935,96,2.9582000024674926e-05,0.08832807570977919,0.13564668769716087,0.17350157728706625
spline_parteo_85,0.0012727950002044965,23472,3.489200003059523e-05,1.0,1.0,1.0
nnr_parteo_85,0.0003671230001600634,7456,0.0006993549998242088,1.0,1.0,1.0
ir_parteo_85,0.00430409000000509,18880,7.433499990838754e-05,1.0,1.0,1.0
mvr_parteo_85,0.02218112199989264,408,0.00019342299992786138,1.0,1.0,1.0
lr_parteo_86,0.004358451000371133,96,2.932999996119179e-05,0.05451127819548872,0.08270676691729323,0.10902255639097744
spline_parteo_86,0.002139783000075113,38088,3.691500000968517e-05,1.0,1.0,1.0
nnr_parteo_86,0.0005471449999276956,10032,0.000702894000141896,1.0,1.0,1.0
ir_parteo_86,0.0041812099998423955,29200,7.23129999187222e-05,1.0,1.0,1.0
mvr_parteo_86,0.02434441800005516,384,0.00018229700003757898,1.0,1.0,1.0
lr_parteo_87,0.006519724999634491,96,3.0339999966599862e-05,0.06467661691542288,0.1044776119402985,0.1417910447761194
spline_parteo_87,0.0011751990000448134,29248,3.5145000083502964e-05,1.0,1.0,1.0
nnr_parteo_87,0.0004219900001771748,8472,0.0006768509999801609,1.0,1.0,1.0
ir_parteo_87,0.006470419999914157,22960,7.433499990838754e-05,1.0,1.0,1.0
mvr_parteo_87,0.022182891999818818,352,0.00023792199999661534,1.0,1.0,1.0
lr_parteo_88,0.004571342000417644,96,3.53970001469861e-05,0.05113636363636364,0.07954545454545454,0.10416666666666667
spline_parteo_88,0.0017445940002289715,37816,3.564999997252016e-05,1.0,1.0,1.0
nnr_parteo_88,0.0009423339997738367,9984,0.0006983430000673252,1.0,1.0,1.0
ir_parteo_88,0.00577460600015911,29008,7.206000009318814e-05,1.0,1.0,1.0
mvr_parteo_88,0.02066989900004046,384,0.00018027499982053996,0.9488636363636364,1.0,1.0
lr_parteo_89,0.005402425999818661,96,3.160500000376487e-05,0.04753521126760563,0.0721830985915493,0.09859154929577464
spline_parteo_89,0.0023450879998563323,40536,3.615600007833564e-05,1.0,1.0,1.0
nnr_parteo_89,0.0009554809998917336,10464,0.0006973319998451188,1.0,1.0,1.0
ir_parteo_89,0.004606233999766118,30928,7.433500013576122e-05,1.0,1.0,1.0
mvr_parteo_89,0.02754435799988641,384,0.00017951599988919043,1.0,1.0,1.0
lr_parteo_9,0.13148246199989444,96,3.3881000035762554e-05,0.0001696341773721056,0.0002479268746207697,0.0003262195718694339
spline_parteo_9,0.4630031040001086,10424344,0.00019392800004425226,1.0,1.0,1.0
nnr_parteo_9,23.386591151999713,1842904,0.0007668630000807752,1.0,1.0,1.0
ir_parteo_9,0.6092402799999945,7360672,0.00011276700001872086,1.0,1.0,1.0
mvr_parteo_9,2.096092489000057,320,0.00015853099989726616,0.000404512269118098,0.0007437806238623092,0.0009656099327335243
lr_parteo_90,0.004680316000303718,88,2.882400008274999e-05,0.06060606060606061,0.09366391184573003,0.12672176308539945
spline_parteo_90,0.0010674889999791046,26600,3.5145000083502964e-05,1.0,1.0,1.0
nnr_parteo_90,0.0007752069996058707,8008,0.0006910110000717395,1.0,1.0,1.0
ir_parteo_90,0.005593067000063456,21088,8.11610000255314e-05,1.0,1.0,1.0
mvr_parteo_90,0.02256695599999148,320,0.00014993400009188917,1.0,1.0,1.0
lr_parteo_91,0.004224446000080206,96,2.932999996119179e-05,0.06685236768802229,0.10306406685236769,0.13649025069637882
spline_parteo_91,0.0010798789999171274,26328,3.5397999909037026e-05,1.0,1.0,1.0
nnr_parteo_91,0.0004854530002376123,7960,0.0006773580000754009,1.0,1.0,1.0
ir_parteo_91,0.0048350540000683395,20896,7.408199985547981e-05,1.0,1.0,1.0
mvr_parteo_91,0.023110054999960997,288,0.00013577499998973508,0.9025069637883009,0.9972144846796658,1.0
lr_parteo_92,0.005363995000152499,96,3.109900012532307e-05,0.04900181488203267,0.0780399274047187,0.10163339382940109
spline_parteo_92,0.0015648250000595,39384,3.9190000052258256e-05,1.0,1.0,1.0
nnr_parteo_92,0.0005506839997906353,10264,0.0006781160000173259,1.0,1.0,1.0
ir_parteo_92,0.005321518000073411,30112,7.281700004568847e-05,1.0,1.0,1.0
mvr_parteo_92,0.02316947300005268,416,0.0001946859999861772,0.9945553539019963,1.0,1.0
lr_parteo_93,0.004739479999898322,96,3.64089999038697e-05,0.05432595573440644,0.07645875251509054,0.10462776659959759
spline_parteo_93,0.0015147630001592913,35712,3.59030000254279e-05,1.0,1.0,1.0
nnr_parteo_93,0.0011511790003169153,9616,0.000679633000117974,1.0,1.0,1.0
ir_parteo_93,0.00447273400004633,27520,7.433500013576122e-05,1.0,1.0,1.0
mvr_parteo_93,0.02477348699994764,384,0.00017622999985178467,1.0,1.0,1.0
lr_parteo_94,0.004761478000091302,96,3.388099980838888e-05,0.0893854748603352,0.13128491620111732,0.164804469273743
spline_parteo_94,0.0016343560000677824,26256,3.59030000254279e-05,1.0,1.0,1.0
nnr_parteo_94,0.000546386999758397,7944,0.0006814030000441562,1.0,1.0,1.0
ir_parteo_94,0.003962503999900946,20848,7.256499998220534e-05,1.0,1.0,1.0
mvr_parteo_94,0.021640044999912792,352,0.0001595420001194725,1.0,1.0,1.0
lr_parteo_95,0.005226955000125599,88,2.932899997176719e-05,0.08282208588957055,0.13803680981595093,0.17791411042944785
spline_parteo_95,0.001006301999950665,24080,3.59030000254279e-05,1.0,1.0,1.0
nnr_parteo_95,0.0004530890000751242,7560,0.000674070000059146,1.0,1.0,1.0
ir_parteo_95,0.004076534999967407,19312,7.509300007768616e-05,1.0,1.0,1.0
mvr_parteo_95,0.02372496099997079,424,0.0002017659999182797,1.0,1.0,1.0
lr_parteo_96,0.0062519670000256156,96,3.312199987703934e-05,0.03944773175542406,0.05917159763313609,0.08284023668639054
spline_parteo_96,0.001968609999948967,36392,3.64089999038697e-05,1.0,1.0,1.0
nnr_parteo_96,0.000498346999847854,9736,0.0006814029998167825,1.0,1.0,1.0
ir_parteo_96,0.005177651999929367,28000,7.231200015667127e-05,1.0,1.0,1.0
mvr_parteo_96,0.02173662899986084,352,0.00016383999991376186,0.9487179487179487,0.9980276134122288,1.0
lr_parteo_97,0.00444011799982036,96,2.9583000014099525e-05,0.04660194174757282,0.07572815533980583,0.10097087378640776
spline_parteo_97,0.0014209589999154562,36936,4.247700007908861e-05,1.0,1.0,1.0
nnr_parteo_97,0.0005157929999768385,9832,0.0006824139998116152,1.0,1.0,1.0
ir_parteo_97,0.0055624729998271505,28384,7.382900002994575e-05,1.0,1.0,1.0
mvr_parteo_97,0.02342509300024176,384,0.0001754710001478088,0.9864077669902913,1.0,1.0
lr_parteo_98,0.004294987999855947,88,2.9077000135657727e-05,0.061465721040189124,0.09219858156028368,0.1182033096926714
spline_parteo_98,0.0013650809996761384,30680,3.564999997252016e-05,1.0,1.0,1.0
nnr_parteo_98,0.00041844999987006304,8728,0.0007028949999039469,1.0,1.0,1.0
ir_parteo_98,0.005175375999897369,23968,7.863299993005057e-05,1.0,1.0,1.0
mvr_parteo_98,0.02338387999998304,288,0.00013678600021194143,0.458628841607565,0.7706855791962175,0.8959810874704491
lr_parteo_99,0.0045657790001314424,96,3.0339999966599862e-05,0.047217537942664416,0.07082630691399663,0.09274873524451939
spline_parteo_99,0.0017488930002400591,42240,3.615600007833564e-05,1.0,1.0,1.0
nnr_parteo_99,0.000893030000042927,10768,0.0007312129998808814,1.0,1.0,1.0
ir_parteo_99,0.0043293740000081024,32128,7.281800003511307e-05,1.0,1.0,1.0
mvr_parteo_99,0.018372344999988854,256,0.00011959399989791564,0.47217537942664417,0.6863406408094435,0.9005059021922428
lr_uni_1,0.17673899999999776,96,3.438700014157803e-05,0.04858557321506547,0.078310368955739,0.10396839175702478
spline_uni_1,0.5906340579999778,12927152,0.00019974399992861436,1.0,1.0,1.0
nnr_uni_1,35.591254528000256,2284576,0.0007653459999801271,1.0,1.0,1.0
ir_uni_1,0.8035903229997529,9127360,0.00010973200005537365,1.0,1.0,1.0
mvr_uni_1,3.7428999449998637,392,0.00020100699998693017,0.227281575361564,0.32863523729856847,0.42606417399264507
lr_uni_10,0.1369149759998436,96,3.463899997768749e-05,0.14008357839343755,0.1985884537997214,0.2555393901872775
spline_uni_10,0.4846696959998553,10985616,0.00011858199991365836,1.0,1.0,1.0
nnr_uni_10,26.463547719999948,1941952,0.0007671150001442584,1.0,1.0,1.0
ir_uni_10,0.6417397899999742,7756864,0.00011428300012994441,1.0,1.0,1.0
mvr_uni_10,3.304558572999668,416,0.00020227100003467058,0.22020120724346076,0.31972140535520815,0.4150503018108652
lr_uni_100,0.004972597999767458,96,3.00880001304904e-05,0.926208651399491,1.0,1.0
spline_uni_100,0.0016646959998070088,28640,4.197099997327314e-05,1.0,1.0,1.0
nnr_uni_100,0.0004278050000721123,8368,0.0006894940001984651,1.0,1.0,1.0
ir_uni_100,0.004907113000172103,22528,7.332399991355487e-05,1.0,1.0,1.0
mvr_uni_100,0.019827690000056464,288,0.00013274100001581246,1.0,1.0,1.0
lr_uni_101,0.004503580999880796,96,3.160500000376487e-05,0.8568181818181818,0.9954545454545455,1.0
spline_uni_101,0.0012085739999747602,31832,3.5396999919612426e-05,1.0,1.0,1.0
nnr_uni_101,0.00045688099999097176,8928,0.0006910110000717395,1.0,1.0,1.0
ir_uni_101,0.005755896000209759,24784,7.307099986064713e-05,1.0,1.0,1.0
mvr_uni_101,0.021399087999725445,288,0.00013350000017453567,1.0,1.0,1.0
lr_uni_102,0.0045963730003677475,96,3.2111000109580345e-05,1.0,1.0,1.0
spline_uni_102,0.0011567420001483695,28640,4.020100004709093e-05,1.0,1.0,1.0
nnr_uni_102,0.00062577800008512,8368,0.0006695189999845752,1.0,1.0,1.0
ir_uni_102,0.0053513519997068215,22528,7.256500020957901e-05,1.0,1.0,1.0
mvr_uni_102,0.01921632299990961,376,0.00017268999999942025,1.0,1.0,1.0
lr_uni_103,0.0065687749997778155,96,3.0341000183398137e-05,0.9690949227373068,1.0,1.0
spline_uni_103,0.0012288009997973859,32720,3.69149997823115e-05,1.0,1.0,1.0
nnr_uni_103,0.0005370310000216705,9088,0.000678368000080809,1.0,1.0,1.0
ir_uni_103,0.004753386000174943,25408,7.534699989264482e-05,1.0,1.0,1.0
mvr_uni_103,0.019605191000209743,320,0.00014892300032443018,1.0,1.0,1.0
lr_uni_104,0.006024664000051415,88,3.00880001304904e-05,0.9836448598130841,1.0,1.0
spline_uni_104,0.0021579869999186485,31016,3.919099981430918e-05,1.0,1.0,1.0
nnr_uni_104,0.000431091999871569,8784,0.0006738170000062382,1.0,1.0,1.0
ir_uni_104,0.0038906970003154133,24208,7.382900002994575e-05,1.0,1.0,1.0
mvr_uni_104,0.0244437849996757,352,0.00016434500003015273,1.0,1.0,1.0
lr_uni_105,0.0045812030002707615,96,3.0593000246881275e-05,0.990506329113924,1.0,1.0
spline_uni_105,0.0010677420000320128,23400,3.6155999623588286e-05,1.0,1.0,1.0
nnr_uni_105,0.0003736969997589768,7440,0.0006760930000382359,1.0,1.0,1.0
ir_uni_105,0.004422419000093214,18832,7.18070000402804e-05,1.0,1.0,1.0
mvr_uni_105,0.018033539000043675,376,0.0001737010002216266,1.0,1.0,1.0
lr_uni_106,0.005058311000084359,96,2.9583000014099525e-05,1.0,1.0,1.0
spline_uni_106,0.001341061999937665,34008,3.767299995161011e-05,1.0,1.0,1.0
nnr_uni_106,0.0004578920002131781,9312,0.0006819079999331734,1.0,1.0,1.0
ir_uni_106,0.004026725000130682,26320,7.28179998077394e-05,1.0,1.0,1.0
mvr_uni_106,0.023459984999590237,384,0.0001747119999890856,1.0,1.0,1.0
lr_uni_107,0.005027970999890385,96,3.00880001304904e-05,0.9350961538461539,1.0,1.0
spline_uni_107,0.0018148829999518055,30200,3.514399986670469e-05,1.0,1.0,1.0
nnr_uni_107,0.0009961880000446401,8640,0.00070314699996743,1.0,1.0,1.0
ir_uni_107,0.00388210099981734,23632,7.610400007251883e-05,1.0,1.0,1.0
mvr_uni_107,0.020018330999846512,320,0.00017420699987269472,1.0,1.0,1.0
lr_uni_108,0.004747066000163613,96,3.1351999950857135e-05,0.9579288025889967,1.0,1.0
spline_uni_108,0.0012265249997653882,22928,3.5650000427267514e-05,1.0,1.0,1.0
nnr_uni_108,0.00037850100034120265,7360,0.0006793809998271172,1.0,1.0,1.0
ir_uni_108,0.0041973920001510115,18496,7.155399998737266e-05,1.0,1.0,1.0
mvr_uni_108,0.01925955900014742,408,0.00019418100009716,1.0,1.0,1.0
lr_uni_109,0.0050914329999613974,96,3.00880001304904e-05,1.0,1.0,1.0
spline_uni_109,0.0014265219997469105,37000,3.565099996194476e-05,1.0,1.0,1.0
nnr_uni_109,0.0005661079999299545,9840,0.0007039060001261532,1.0,1.0,1.0
ir_uni_109,0.00434378599993579,28432,7.483999979740474e-05,1.0,1.0,1.0
mvr_uni_109,0.026206077000097142,344,0.0001592889998391911,1.0,1.0,1.0
lr_uni_11,0.16706484699989232,96,3.5397999909037026e-05,0.07260108394744025,0.1060719995098285,0.14017233984481617
spline_uni_11,0.5611774749995675,12209888,0.0001233859998137632,1.0,1.0,1.0
nnr_uni_11,31.50292421800032,2158000,0.0007650920001651684,1.0,1.0,1.0
ir_uni_11,0.7347076850001031,8621056,0.00011226099968553171,1.0,1.0,1.0
mvr_uni_11,3.6123696770000606,408,0.0002010069997595565,0.2053150187434899,0.29490500142038334,0.3815093940254778
lr_uni_110,0.006239072999960626,96,3.0341000183398137e-05,0.9758620689655172,1.0,1.0
spline_uni_110,0.0018467410000084785,41352,4.020099959234358e-05,1.0,1.0,1.0
nnr_uni_110,0.0005524549997062422,10608,0.0007069390003380249,1.0,1.0,1.0
ir_uni_110,0.004391320000195265,31504,7.585200000903569e-05,1.0,1.0,1.0
mvr_uni_110,0.025213428999904863,416,0.00020277700014048605,1.0,1.0,1.0
lr_uni_111,0.006017078999775549,96,3.00880001304904e-05,1.0,1.0,1.0
spline_uni_111,0.0009387939999214725,22448,3.615600007833564e-05,1.0,1.0,1.0
nnr_uni_111,0.0003643420000116748,7272,0.0006932860001143126,1.0,1.0,1.0
ir_uni_111,0.0042451790000086476,18160,7.939100032672286e-05,1.0,1.0,1.0
mvr_uni_111,0.020535893999749533,320,0.00015018599970062496,1.0,1.0,1.0
lr_uni_112,0.0051900410003327116,96,2.9582000024674926e-05,0.9929245283018868,1.0,1.0
spline_uni_112,0.0014179260001583314,30744,3.994899998360779e-05,1.0,1.0,1.0
nnr_uni_112,0.0007286840000233497,8736,0.000702136000199971,1.0,1.0,1.0
ir_uni_112,0.005508112999905279,24016,7.686300023124204e-05,1.0,1.0,1.0
mvr_uni_112,0.024365657000089413,384,0.00020833999997194041,1.0,1.0,1.0
lr_uni_113,0.004857810000430618,96,2.9836000067007262e-05,0.7467166979362101,0.949343339587242,1.0
spline_uni_113,0.001785049000318395,38160,3.767299995161011e-05,1.0,1.0,1.0
nnr_uni_113,0.0005152870003257705,10048,0.0006955620001463103,1.0,1.0,1.0
ir_uni_113,0.005115959000249859,29248,9.329700014859554e-05,1.0,1.0,1.0
mvr_uni_113,0.024206114999742567,384,0.00018305599996892852,1.0,1.0,1.0
lr_uni_114,0.005283591000079468,96,2.9835000077582663e-05,0.6589861751152074,0.9815668202764977,1.0
spline_uni_114,0.0012338569999883475,31424,3.817900005742558e-05,1.0,1.0,1.0
nnr_uni_114,0.0004685119997702714,8856,0.0006831720002082875,1.0,1.0,1.0
ir_uni_114,0.005134162999638647,24496,7.382900002994575e-05,1.0,1.0,1.0
mvr_uni_114,0.02219174099991505,384,0.00017901000001074863,1.0,1.0,1.0
lr_uni_115,0.006030227000337618,96,3.0340999728650786e-05,0.966183574879227,1.0,1.0
spline_uni_115,0.0012007350001113082,30064,3.7926000004517846e-05,1.0,1.0,1.0
nnr_uni_115,0.0005415820000962412,8616,0.0006717950000165729,1.0,1.0,1.0
ir_uni_115,0.00497816100005366,23536,7.711599982940243e-05,1.0,1.0,1.0
mvr_uni_115,0.021691876999739183,280,0.0001317289998041815,1.0,1.0,1.0
lr_uni_116,0.005053760000009788,96,3.236300017306348e-05,0.9445378151260504,1.0,1.0
spline_uni_116,0.002273280999816052,42376,3.742000035344972e-05,1.0,1.0,1.0
nnr_uni_116,0.0005625680000775901,10792,0.0006859539998913533,1.0,1.0,1.0
ir_uni_116,0.0055268230003093785,32224,8.596599991506082e-05,1.0,1.0,1.0
mvr_uni_116,0.016717760999654274,224,0.00011099699986516498,1.0,1.0,1.0
lr_uni_117,0.004744030999972893,96,3.0341000183398137e-05,0.9199134199134199,1.0,1.0
spline_uni_117,0.0012690019998444768,33328,3.666200018415111e-05,1.0,1.0,1.0
nnr_uni_117,0.0004806479996659617,9192,0.0007008719999248569,1.0,1.0,1.0
ir_uni_117,0.004193094000129349,25840,7.155399998737266e-05,1.0,1.0,1.0
mvr_uni_117,0.023479706999751212,384,0.00017698800002108328,1.0,1.0,1.0
lr_uni_118,0.00609318400029224,96,3.084599984504166e-05,1.0,1.0,1.0
spline_uni_118,0.0021943959995951445,41216,3.7166999845794635e-05,1.0,1.0,1.0
nnr_uni_118,0.0011736820001715387,10584,0.0006803920000493235,1.0,1.0,1.0
ir_uni_118,0.006672945999980584,31408,8.520700021108496e-05,1.0,1.0,1.0
mvr_uni_118,0.02328628500026753,312,0.00014614100018661702,1.0,1.0,1.0
lr_uni_119,0.00494453400006023,96,3.312199987703934e-05,0.9630484988452656,1.0,1.0
spline_uni_119,0.001970380000329897,31360,3.6409000131243374e-05,1.0,1.0,1.0
nnr_uni_119,0.000837404999856517,8848,0.0006869650001135597,1.0,1.0,1.0
ir_uni_119,0.004093474999990576,24448,7.610500006194343e-05,1.0,1.0,1.0
mvr_uni_119,0.029806515000018408,320,0.00014867000027152244,1.0,1.0,1.0
lr_uni_12,0.14594969700010552,96,3.59040000148525e-05,0.0884024093689832,0.12901193497294464,0.16864405282712247
spline_uni_12,0.5110884119999355,11550832,0.00018811300014931476,1.0,1.0,1.0
nnr_uni_12,28.393155122999808,2041696,0.0007704029999331397,1.0,1.0,1.0
ir_uni_12,0.6653545130002385,8155840,0.0001388089999636577,1.0,1.0,1.0
mvr_uni_12,2.4118437709998943,320,0.00016232300004048739,0.2532015991803906,0.3535684214864841,0.44429070226158024
lr_uni_120,0.005129106999902433,96,3.261699976064847e-05,0.9954128440366973,1.0,1.0
spline_uni_120,0.0012164119998487875,31560,3.8937000226724194e-05,1.0,1.0,1.0
nnr_uni_120,0.00045030699993731116,8880,0.000718064000011509,1.0,1.0,1.0
ir_uni_120,0.00444264599991584,24592,9.759600015968317e-05,1.0,1.0,1.0
mvr_uni_120,0.020637787999930882,400,0.0001969619997908012,1.0,1.0,1.0
lr_uni_13,0.1445236819999991,96,3.59030000254279e-05,0.07310425681065533,0.11798689840218521,0.16358867751214679
spline_uni_13,0.5038450600000033,11254280,0.000195191999864619,1.0,1.0,1.0
nnr_uni_13,27.20091856699992,1989360,0.0007749540000077104,1.0,1.0,1.0
ir_uni_13,0.6548267729999679,7946512,0.00011251299974901485,1.0,1.0,1.0
mvr_uni_13,3.3092151219998414,392,0.00019721499984370894,0.12684014600304575,0.18985230486596244,0.26223138098576226
lr_uni_14,0.1505647809999573,96,3.5396999919612426e-05,0.1130998672646579,0.16393107118005812,0.2123882421045861
spline_uni_14,0.5141156620002221,11631072,0.00014032600029167952,1.0,1.0,1.0
nnr_uni_14,28.60920968699975,2055856,0.0007633230002284108,1.0,1.0,1.0
ir_uni_14,0.6875004889998308,8212480,0.00010644499980116962,1.0,1.0,1.0
mvr_uni_14,2.9564766789999335,384,0.0001911459999064391,0.1542712128034055,0.23280726477484695,0.3108112059035067
lr_uni_15,0.1491842759996871,96,3.7167000300541986e-05,0.12382733570672567,0.19500505147695565,0.268107139420764
spline_uni_15,0.4918121649998284,11309496,0.0001426020003236772,1.0,1.0,1.0
nnr_uni_15,27.11237182700006,1999104,0.0007767239999338926,1.0,1.0,1.0
ir_uni_15,0.6721637390000978,7985488,0.00011251399973843945,1.0,1.0,1.0
mvr_uni_15,2.715557352999894,352,0.00017243699994651251,0.19210646589050323,0.27912417011450014,0.3560750024054652
lr_uni_16,0.1496373649997622,96,3.438600015215343e-05,0.09908174000548897,0.15128419174823896,0.20663708718324034
spline_uni_16,0.5264630890001172,11894840,0.00019569799997043447,1.0,1.0,1.0
nnr_uni_16,30.277929749000126,2102400,0.0007638289998794789,1.0,1.0,1.0
ir_uni_16,0.6970446830000583,8398672,0.0001135249999606458,1.0,1.0,1.0
mvr_uni_16,3.4851071090001824,408,0.00020378899989736965,0.17199935961943097,0.2536478821699753,0.3274746134845851
lr_uni_17,0.13155578600026274,96,3.362799998285482e-05,0.08026331210688753,0.12717636181323333,0.17100311234389445
spline_uni_17,0.4705698379998466,10445488,0.0002788820002024295,1.0,1.0,1.0
nnr_uni_17,23.427083684000078,1846632,0.0007693910001762561,1.0,1.0,1.0
ir_uni_17,0.6116854930000954,7375600,0.00010796199967444409,1.0,1.0,1.0
mvr_uni_17,2.653661940999882,376,0.00019948999988628202,0.21412014428774206,0.30911825604563037,0.39768983344402337
lr_uni_18,0.14697445699994205,96,3.514499985612929e-05,0.054481639564005785,0.08268957164861783,0.11078580079250297
spline_uni_18,0.5197370469995803,11568304,0.00028393899992806837,1.0,1.0,1.0
nnr_uni_18,29.62480205800011,2044776,0.0007878480000726995,1.0,1.0,1.0
ir_uni_18,0.6770311559998845,8168176,0.00011655899970719474,1.0,1.0,1.0
mvr_uni_18,3.555438771999889,392,0.00019746799989661667,0.20834362176208449,0.3094230249156349,0.4081860618246381
lr_uni_19,0.17090017300006366,88,3.286900027887896e-05,0.09303968483148385,0.13459634503527082,0.1753228002145126
spline_uni_19,0.6007486580001569,13189016,0.00012262700010978733,1.0,1.0,1.0
nnr_uni_19,37.47490173999995,2330784,0.0007777349997013516,1.0,1.0,1.0
ir_uni_19,0.7841249540001627,9312208,0.00011150199998155585,1.0,1.0,1.0
mvr_uni_19,3.4728823089999423,384,0.00018912399991677376,0.18315560414174334,0.2793407862711934,0.3715502660781321
lr_uni_2,0.16938237600015782,96,3.4639000205061166e-05,0.04041555297796157,0.061803419234454586,0.08770991981441323
spline_uni_2,0.5918218990000241,13485632,0.0001618169999346719,1.0,1.0,1.0
nnr_uni_2,39.16283812600023,2383128,0.0007838039996386215,1.0,1.0,1.0
ir_uni_2,0.8038679420001245,9521584,0.00011756999992940109,1.0,1.0,1.0
mvr_uni_2,4.016553163000026,400,0.00020302999973864644,0.17935347218720057,0.2673205910535075,0.34805587775480357
lr_uni_20,0.1286162719998174,96,3.7926000004517846e-05,0.11450331430978758,0.17264032333445237,0.2297702034663665
spline_uni_20,0.461073936000048,10332272,0.0001716779997877893,1.0,1.0,1.0
nnr_uni_20,22.93692635400021,1826656,0.0007671150001442584,1.0,1.0,1.0
ir_uni_20,0.6022449629999755,7295680,0.00010897399988607503,1.0,1.0,1.0
mvr_uni_20,3.0262313609996454,400,0.00020201899997118744,0.2445085145177959,0.3420617837371723,0.4319858870304179
lr_uni_21,0.0052519860000757035,96,2.932899997176719e-05,1.0,1.0,1.0
spline_uni_21,0.0013949169997431454,26392,3.7168000289966585e-05,1.0,1.0,1.0
nnr_uni_21,0.00044095199973526183,7968,0.0006953090000934026,1.0,1.0,1.0
ir_uni_21,0.003764782999951422,20944,7.307099986064713e-05,1.0,1.0,1.0
mvr_uni_21,0.021738652999829355,344,0.00017597599980945233,1.0,1.0,1.0
lr_uni_22,0.0048433980000481824,96,3.2868999824131606e-05,0.9980544747081712,1.0,1.0
spline_uni_22,0.0019003429997610512,36864,4.601699993145303e-05,1.0,1.0,1.0
nnr_uni_22,0.0005205969996495696,9816,0.0006763460000911437,1.0,1.0,1.0
ir_uni_22,0.00459940699965955,28336,7.307099986064713e-05,1.0,1.0,1.0
mvr_uni_22,0.01829649299997982,376,0.00017420599988327012,1.0,1.0,1.0
lr_uni_23,0.005822139999963838,96,3.1351999950857135e-05,0.9833333333333333,1.0,1.0
spline_uni_23,0.002142311000170593,38632,3.691500023705885e-05,1.0,1.0,1.0
nnr_uni_23,0.0008351299998139439,10128,0.0006771049997951195,1.0,1.0,1.0
ir_uni_23,0.004199415000130102,29584,7.281800026248675e-05,1.0,1.0,1.0
mvr_uni_23,0.023381857000003947,384,0.00018254999986311304,1.0,1.0,1.0
lr_uni_24,0.0055695529999866275,96,3.286900027887896e-05,0.9192982456140351,0.980701754385965,1.0
spline_uni_24,0.001864944999852014,40672,4.020200003651553e-05,1.0,1.0,1.0
nnr_uni_24,0.0006068160000722855,10488,0.0006930330000614049,1.0,1.0,1.0
ir_uni_24,0.00590102600017417,31024,7.483999979740474e-05,1.0,1.0,1.0
mvr_uni_24,0.02564401400013594,384,0.00017850499989435775,1.0,1.0,1.0
lr_uni_25,0.004812803000277199,96,3.1351999950857135e-05,0.9975961538461539,1.0,1.0
spline_uni_25,0.0011410650004108902,30200,3.640899967649602e-05,1.0,1.0,1.0
nnr_uni_25,0.0004346320001786808,8640,0.0006922750003468536,1.0,1.0,1.0
ir_uni_25,0.00427703700006532,23632,7.332300037887762e-05,1.0,1.0,1.0
mvr_uni_25,0.02509535200033497,384,0.0001825500003178604,1.0,1.0,1.0
lr_uni_26,0.004252258000178699,96,3.084599984504166e-05,0.9804560260586319,1.0,1.0
spline_uni_26,0.0009334850001323504,22792,3.817900005742558e-05,1.0,1.0,1.0
nnr_uni_26,0.0005714170001738238,7336,0.0006912640001246473,1.0,1.0,1.0
ir_uni_26,0.0038497380000990225,18400,7.433500013576122e-05,1.0,1.0,1.0
mvr_uni_26,0.021620323000206557,376,0.00017724000008456642,1.0,1.0,1.0
lr_uni_27,0.004425958999945578,96,3.185800005667261e-05,0.9547826086956521,0.9947826086956522,1.0
spline_uni_27,0.0014712749998579966,41016,3.7166999845794635e-05,1.0,1.0,1.0
nnr_uni_27,0.0005683839999619522,10552,0.0006760929995834886,1.0,1.0,1.0
ir_uni_27,0.0046664090000376746,31264,7.306999987122254e-05,1.0,1.0,1.0
mvr_uni_27,0.02924799099992015,408,0.00019215800011807005,1.0,1.0,1.0
lr_uni_28,0.006577624999863474,88,2.8570999802468577e-05,1.0,1.0,1.0
spline_uni_28,0.0017997129998548191,39312,4.399499994178768e-05,1.0,1.0,1.0
nnr_uni_28,0.0006121250003161549,10248,0.000718064000011509,1.0,1.0,1.0
ir_uni_28,0.004352888000084931,30064,7.256499975483166e-05,1.0,1.0,1.0
mvr_uni_28,0.0264002580001943,384,0.00018128599958799896,1.0,1.0,1.0
lr_uni_29,0.0049288570003227505,96,3.3881000035762554e-05,0.9920212765957447,1.0,1.0
spline_uni_29,0.0015767089998917072,27480,4.348800030129496e-05,1.0,1.0,1.0
nnr_uni_29,0.0004381720000310452,8160,0.0006730589998369396,1.0,1.0,1.0
ir_uni_29,0.004828226999961771,21712,7.408200008285348e-05,1.0,1.0,1.0
mvr_uni_29,0.019127575999846158,352,0.00016839099998833262,1.0,1.0,1.0
