name,training_time,size,execution_time,10-off_precision,15-off_precision,20-off_precision
ir_logis_25,0.003894236999940404,23152,7.357599997703801e-05,1.0,1.0,1.0
mvr_logis_25,0.018279804999906446,400,0.00017875800006095233,1.0,1.0,1.0
lr_logis_26,0.004652503999977853,96,3.05940000089322e-05,0.1708542713567839,0.2613065326633166,0.3743718592964824
spline_logis_26,0.0012323409999908108,28976,3.6913999906573736e-05,1.0,1.0,1.0
nnr_logis_26,0.0005195859999957975,8424,0.0006778629999644181,1.0,1.0,1.0
ir_logis_26,0.004010796999978084,22768,7.20589999900767e-05,1.0,1.0,1.0
mvr_logis_26,0.01767273699999805,328,0.00015018700003111007,0.9849246231155779,0.9974874371859297,1.0
lr_logis_27,0.004531646000032197,96,3.05940000089322e-05,0.13058419243986255,0.18384879725085912,0.24742268041237114
spline_logis_27,0.00152083099999345,41488,3.742000001238921e-05,1.0,1.0,1.0
nnr_logis_27,0.0005345029999261897,10632,0.0006758409999747528,1.0,1.0,1.0
ir_logis_27,0.0042929659999799705,31600,7.256499998220534e-05,1.0,1.0,1.0
mvr_logis_27,0.017062382000062826,336,0.00015195699995729228,0.9965635738831615,1.0,1.0
lr_logis_28,0.004670708000048761,96,2.9582000024674926e-05,0.1567291311754685,0.2708688245315162,0.3543441226575809
spline_logis_28,0.001510716999973738,41832,3.843100000722188e-05,1.0,1.0,1.0
nnr_logis_28,0.0005077020000499033,10696,0.0006722999999055901,1.0,1.0,1.0
ir_logis_28,0.0045351850000088225,31840,7.256499998220534e-05,1.0,1.0,1.0
mvr_logis_28,0.01683406799998011,296,0.00013906200001656543,0.9608177172061328,0.9965928449744463,1.0
lr_logis_29,0.004259085000057894,96,2.9835000077582663e-05,0.18961625282167044,0.2686230248306998,0.3115124153498871
spline_logis_29,0.0012212159999762662,32040,4.9303999958283384e-05,1.0,1.0,1.0
nnr_logis_29,0.0004022680000161927,8968,0.0006998599999405997,1.0,1.0,1.0
ir_logis_29,0.0041101619999608366,24928,7.357699996646261e-05,1.0,1.0,1.0
mvr_logis_29,0.016509673999962615,368,0.00016232300004048739,0.9977426636568849,1.0,1.0
lr_logis_3,0.11183985100001337,96,3.4132999985558854e-05,0.00033171225367554044,0.0005060017428948922,0.0006353132994124758
spline_logis_3,0.4624797250000938,12096736,0.00011251399996581313,1.0,1.0,1.0
nnr_logis_3,25.370972989999927,2138032,0.0007716659999914555,1.0,1.0,1.0
ir_logis_3,0.6081103390000635,8541184,0.00011175499992077675,1.0,1.0,1.0
mvr_logis_3,2.533916044999956,392,0.00018735499998001615,0.003249655637702752,0.0046777050009838925,0.006004554015686054
lr_logis_30,0.004261614000029113,96,3.0088000016803562e-05,0.14893617021276595,0.22796352583586627,0.3525835866261398
spline_logis_30,0.0010042800000746863,24288,3.893699999935052e-05,1.0,1.0,1.0
nnr_logis_30,0.00035347000005003787,7600,0.0006793799999513794,1.0,1.0,1.0
ir_logis_30,0.00375997899993763,19456,7.256499998220534e-05,1.0,1.0,1.0
mvr_logis_30,0.0180487100000164,400,0.0001800219999950059,1.0,1.0,1.0
lr_logis_31,0.004434556000092016,96,3.1351999950857135e-05,0.24429967426710097,0.3713355048859935,0.5146579804560261
spline_logis_31,0.0009789949999685632,22792,3.5145000083502964e-05,1.0,1.0,1.0
nnr_logis_31,0.0003471490000492849,7336,0.0006768519999695854,1.0,1.0,1.0
ir_logis_31,0.003593611000042074,18400,7.256499998220534e-05,1.0,1.0,1.0
mvr_logis_31,0.016936720999979116,400,0.00017547100003412197,1.0,1.0,1.0
lr_logis_32,0.004492962000085754,88,2.8570000040417654e-05,0.19875776397515527,0.32608695652173914,0.4409937888198758
spline_logis_32,0.0010032679999767424,23808,3.6661000081039674e-05,1.0,1.0,1.0
nnr_logis_32,0.00034436800001458323,7512,0.0007322239999894009,1.0,1.0,1.0
ir_logis_32,0.003667186999905425,19120,7.382900002994575e-05,1.0,1.0,1.0
mvr_logis_32,0.01693520300000273,368,0.0001620700001012665,0.9968944099378882,1.0,1.0
lr_logis_33,0.004783728000006704,96,2.9834999963895825e-05,0.11169284467713787,0.17975567190226877,0.225130890052356
spline_logis_33,0.0016866939999999884,40880,3.843100000722188e-05,1.0,1.0,1.0
nnr_logis_33,0.0006728060000114057,10528,0.0007299480000710901,1.0,1.0,1.0
ir_logis_33,0.004640366999979051,31168,7.382900002994575e-05,1.0,1.0,1.0
mvr_logis_33,0.018082843000001958,368,0.00016308099998241232,0.9965095986038395,0.9982547993019197,0.9982547993019197
lr_logis_34,0.004289171999971586,96,3.034099995602446e-05,0.12234042553191489,0.19326241134751773,0.2872340425531915
spline_logis_34,0.0014525639999192208,40264,3.6409000017556536e-05,1.0,1.0,1.0
nnr_logis_34,0.0005165520000218748,10416,0.0006814030000441562,1.0,1.0,1.0
ir_logis_34,0.004525325000031444,30736,7.484100001420302e-05,1.0,1.0,1.0
mvr_logis_34,0.0189958480000314,440,0.000196456999901784,0.9592198581560284,1.0,1.0
lr_logis_35,0.004414580999991813,96,3.034099995602446e-05,0.13051470588235295,0.19301470588235295,0.29411764705882354
spline_logis_35,0.0014295550000724688,38904,3.539800002272386e-05,1.0,1.0,1.0
nnr_logis_35,0.0004983470000752277,10176,0.0006783689999565468,1.0,1.0,1.0
ir_logis_35,0.004302573999893865,29776,7.408199996916665e-05,1.0,1.0,1.0
mvr_logis_35,0.016724587999988216,368,0.00016232300004048739,0.9926470588235294,1.0,1.0
lr_logis_36,0.004707622000069023,96,3.287000004092988e-05,0.08347245409015025,0.1352253756260434,0.19031719532554256
spline_logis_36,0.001625001000093107,42648,3.5396999919612426e-05,1.0,1.0,1.0
nnr_logis_36,0.0005529609999257445,10840,0.0006771040000330686,1.0,1.0,1.0
ir_logis_36,0.004573112000002766,32416,8.065600002282736e-05,1.0,1.0,1.0
mvr_logis_36,0.0178517470000088,264,0.0001226269999961005,0.3806343906510851,0.6377295492487479,0.7762938230383973
lr_logis_37,0.004590304999965157,96,3.286999992724304e-05,0.12098765432098765,0.17530864197530865,0.2839506172839506
spline_logis_37,0.001280632999964837,29456,3.59030000254279e-05,1.0,1.0,1.0
nnr_logis_37,0.0005509380000603414,8512,0.0007147769999846787,1.0,1.0,1.0
ir_logis_37,0.00422773299999335,23104,7.18060000508558e-05,1.0,1.0,1.0
mvr_logis_37,0.01742874700005359,408,0.00017622900008973374,0.9777777777777777,1.0,1.0
lr_logis_38,0.004293217999929766,96,2.9834999963895825e-05,0.13496932515337423,0.18609406952965235,0.25357873210633947
spline_logis_38,0.001282403000004706,35168,3.539800002272386e-05,1.0,1.0,1.0
nnr_logis_38,0.00045485900000130636,9520,0.0007749530000182858,1.0,1.0,1.0
ir_logis_38,0.004148340999904576,27136,8.495400004449039e-05,1.0,1.0,1.0
mvr_logis_38,0.019451969999977337,400,0.00022755500003768248,0.9856850715746421,1.0,1.0
lr_logis_39,0.004520521000017652,96,2.9582999900412688e-05,0.22781065088757396,0.2958579881656805,0.40532544378698226
spline_logis_39,0.0010280469999770503,24896,3.564999997252016e-05,1.0,1.0,1.0
nnr_logis_39,0.00042628799997146416,7704,0.0006834260000232462,1.0,1.0,1.0
ir_logis_39,0.00408083299998907,19888,7.585199989534885e-05,1.0,1.0,1.0
mvr_logis_39,0.0171238219999168,408,0.00017825199995513685,1.0,1.0,1.0
lr_logis_4,0.1183264539999982,88,3.362799998285482e-05,0.0004049532172467444,0.0006607131439288987,0.0008525330889405145
spline_logis_4,0.4809152790001008,12763880,0.00011706500004038389,1.0,1.0,1.0
nnr_logis_4,28.223810168000004,2255760,0.0007772290000502835,1.0,1.0,1.0
ir_logis_4,0.6285483839999415,9012112,0.00011074399992594408,1.0,1.0,1.0
mvr_logis_4,2.5378623669998888,392,0.00018785999998272018,0.002131332722351286,0.003292909056032737,0.004902065261407958
lr_logis_40,0.004294229999914022,96,2.9582000024674926e-05,0.15198237885462554,0.2092511013215859,0.24669603524229075
spline_logis_40,0.0012103429999115178,32784,3.539800002272386e-05,1.0,1.0,1.0
nnr_logis_40,0.0004070719999162975,9096,0.0006750820000434032,1.0,1.0,1.0
ir_logis_40,0.003936966999845025,25456,9.32980000243333e-05,1.0,1.0,1.0
mvr_logis_40,0.019397862000005258,400,0.00018280400001913222,0.9977973568281938,0.9977973568281938,1.0
lr_logis_41,0.0046080030001576225,96,3.3881000035762554e-05,0.1437246963562753,0.22672064777327935,0.305668016194332
spline_logis_41,0.0015913730001102524,35504,3.691500000968517e-05,1.0,1.0,1.0
nnr_logis_41,0.00044499799992081535,9576,0.0006985960000065461,1.0,1.0,1.0
ir_logis_41,0.004437842000015735,27376,7.18060000508558e-05,1.0,1.0,1.0
mvr_logis_41,0.016845193000108342,328,0.0001489230000970565,0.9817813765182186,0.9979757085020243,0.9979757085020243
lr_logis_42,0.004320019000033426,96,3.1099000011636235e-05,0.125,0.19491525423728814,0.2817796610169492
spline_logis_42,0.0012684969999554596,34008,3.564999997252016e-05,1.0,1.0,1.0
nnr_logis_42,0.00043918200003645325,9312,0.0006765990000303646,1.0,1.0,1.0
ir_logis_42,0.004316479999943113,26320,7.256499998220534e-05,1.0,1.0,1.0
mvr_logis_42,0.0171546680001029,400,0.00017547100003412197,0.9978813559322034,1.0,1.0
lr_logis_43,0.004562998000210428,96,3.05940000089322e-05,0.09183673469387756,0.1510204081632653,0.22653061224489796
spline_logis_43,0.0013236160000360544,35232,3.56510000756316e-05,1.0,1.0,1.0
nnr_logis_43,0.0004958179999903223,9528,0.0007562429999552478,1.0,1.0,1.0
ir_logis_43,0.004308389000016177,27184,7.484000002477842e-05,1.0,1.0,1.0
mvr_logis_43,0.01998116300001129,432,0.00019873200005804392,1.0,1.0,1.0
lr_logis_44,0.004462115000023914,96,3.034099995602446e-05,0.14673913043478262,0.25,0.40217391304347827
spline_logis_44,0.0010770970000066882,26936,3.6409000017556536e-05,1.0,1.0,1.0
nnr_logis_44,0.0003820409999661933,8064,0.0007213510000383394,1.0,1.0,1.0
ir_logis_44,0.003848473000061858,21328,7.256499998220534e-05,1.0,1.0,1.0
mvr_logis_44,0.018358184999897283,368,0.00016485200001170597,1.0,1.0,1.0
lr_logis_45,0.004233548000001974,96,3.03410000697113e-05,0.12561576354679804,0.21428571428571427,0.29064039408866993
spline_logis_45,0.0011853129999508385,29520,3.843100000722188e-05,1.0,1.0,1.0
nnr_logis_45,0.00038456900006167416,8520,0.0006811499999912485,1.0,1.0,1.0
ir_logis_45,0.004118252999887773,23152,7.635700001173973e-05,1.0,1.0,1.0
mvr_logis_45,0.01764644200011389,408,0.0001762289999760469,1.0,1.0,1.0
lr_logis_46,0.0046019349999824035,96,3.2868999937818444e-05,0.13068181818181818,0.2196969696969697,0.2916666666666667
spline_logis_46,0.0014995919998455065,37816,3.5397999909037026e-05,1.0,1.0,1.0
nnr_logis_46,0.0005939200000284472,9984,0.0006773579999617141,1.0,1.0,1.0
ir_logis_46,0.004258073000073637,29008,7.281800003511307e-05,1.0,1.0,1.0
mvr_logis_46,0.02012401799993313,432,0.00019291599994630815,1.0,1.0,1.0
lr_logis_47,0.004487399000026926,96,2.9835000077582663e-05,0.15575620767494355,0.23702031602708803,0.3115124153498871
spline_logis_47,0.0012277890000405025,32040,3.6662000070464273e-05,1.0,1.0,1.0
nnr_logis_47,0.00040555500004302303,8968,0.0007054229999994277,1.0,1.0,1.0
ir_logis_47,0.00388741099982326,24928,7.610499994825659e-05,1.0,1.0,1.0
mvr_logis_47,0.01958698699991146,440,0.00019544499991752673,1.0,1.0,1.0
lr_logis_48,0.004317743999990853,96,3.0339999966599862e-05,0.09239130434782608,0.17572463768115942,0.21920289855072464
spline_logis_48,0.0014692520001062805,39448,3.59030000254279e-05,1.0,1.0,1.0
nnr_logis_48,0.0005066910000550706,10272,0.0006857009999521324,1.0,1.0,1.0
ir_logis_48,0.004218630999957895,30160,7.635700001173973e-05,1.0,1.0,1.0
mvr_logis_48,0.018311410000023898,400,0.00017521799998121423,0.9945652173913043,1.0,1.0
lr_logis_49,0.004487146999963443,96,3.0088000016803562e-05,0.17666666666666667,0.35,0.4666666666666667
spline_logis_49,0.0010207129998889286,22312,3.514399998039153e-05,1.0,1.0,1.0
nnr_logis_49,0.00032742700000198965,7248,0.0006783689999565468,1.0,1.0,1.0
ir_logis_49,0.003614091000144981,18064,9.73429999930886e-05,1.0,1.0,1.0
mvr_logis_49,0.01674355100021785,400,0.00019620300008682534,1.0,1.0,1.0
lr_logis_5,0.11350151399983588,96,3.337499992994708e-05,0.0003719483329951985,0.0006086427267194157,0.0007946168932170149
spline_logis_5,0.4632470939998257,12068104,0.00010669799996776419,1.0,1.0,1.0
nnr_logis_5,25.252096610000077,2132976,0.000772424999922805,1.0,1.0,1.0
ir_logis_5,0.5963206769999942,8520976,0.0001292020000391858,1.0,1.0,1.0
mvr_logis_5,2.890359601,432,0.00020859300002484815,0.0030094001487793332,0.004373210703095061,0.006283672595297671
lr_logis_50,0.004707115999963207,96,3.0088000016803562e-05,0.10398613518197573,0.15424610051993068,0.21490467937608318
spline_logis_50,0.001577214000008098,41152,3.6660999967352836e-05,1.0,1.0,1.0
nnr_logis_50,0.0005352620000849129,10576,0.0006753349999826241,1.0,1.0,1.0
ir_logis_50,0.004590303999975731,31360,7.231200004298444e-05,1.0,1.0,1.0
mvr_logis_50,0.01668160600002011,296,0.0001319829999602007,0.8682842287694974,0.9826689774696707,0.9965337954939342
lr_logis_51,0.004255039000099714,96,2.9834999963895825e-05,0.17149758454106281,0.27294685990338163,0.35990338164251207
spline_logis_51,0.0011458689998562475,30064,3.8178999943738745e-05,1.0,1.0,1.0
nnr_logis_51,0.00039215400011016754,8616,0.0006707840000217402,1.0,1.0,1.0
ir_logis_51,0.003946828000152891,23536,7.281800003511307e-05,1.0,1.0,1.0
mvr_logis_51,0.01904919699995844,408,0.00017951699999230186,1.0,1.0,1.0
lr_logis_52,0.004587018000165699,96,3.0088000016803562e-05,0.20388349514563106,0.30097087378640774,0.3907766990291262
spline_logis_52,0.0011663499999485796,29928,3.994899998360779e-05,1.0,1.0,1.0
nnr_logis_52,0.00042249499983881833,8592,0.0006730599999400511,1.0,1.0,1.0
ir_logis_52,0.004125333000047249,23440,8.11610000255314e-05,1.0,1.0,1.0
mvr_logis_52,0.018307365000055142,336,0.00015195700007097912,0.9951456310679612,1.0,1.0
lr_logis_53,0.004434050000099886,96,3.8430999893535045e-05,0.30337078651685395,0.4157303370786517,0.547752808988764
spline_logis_53,0.0010310800000752351,26120,3.6409000017556536e-05,1.0,1.0,1.0
nnr_logis_53,0.00042881600006694503,7920,0.000790629999983139,1.0,1.0,1.0
ir_logis_53,0.0042378460000236364,20752,7.18060000508558e-05,1.0,1.0,1.0
mvr_logis_53,0.019081054000025688,400,0.00018482600000879756,1.0,1.0,1.0
lr_logis_54,0.004592074999891338,96,3.0088000016803562e-05,0.23298429319371727,0.31151832460732987,0.4109947643979058
spline_logis_54,0.0012083209999218525,27888,3.716800006259291e-05,1.0,1.0,1.0
nnr_logis_54,0.0005228719999195164,8232,0.0006765990000303646,1.0,1.0,1.0
ir_logis_54,0.003838106999864976,22000,7.661100005407206e-05,1.0,1.0,1.0
mvr_logis_54,0.01906057399992278,400,0.00018254999997679988,1.0,1.0,1.0
lr_logis_55,0.004703070999994452,96,3.059399989524536e-05,0.1765873015873016,0.2261904761904762,0.30158730158730157
spline_logis_55,0.0014801239999542304,36184,3.6660999967352836e-05,1.0,1.0,1.0
nnr_logis_55,0.00046092599995972716,9696,0.0007228680000253007,1.0,1.0,1.0
ir_logis_55,0.004508889999897292,27856,7.458800007498212e-05,1.0,1.0,1.0
mvr_logis_55,0.017606999000008727,360,0.0001747119999890856,1.0,1.0,1.0
lr_logis_56,0.004347578999841062,96,2.9582000024674926e-05,0.13932980599647266,0.19400352733686066,0.26102292768959434
spline_logis_56,0.0014482660001249315,40472,3.514399998039153e-05,1.0,1.0,1.0
nnr_logis_56,0.0005228720001468902,10456,0.0007160420000218437,1.0,1.0,1.0
ir_logis_56,0.00437589700004537,30880,7.787399999870104e-05,1.0,1.0,1.0
mvr_logis_56,0.020497967999972392,440,0.0001977199999600998,0.9841269841269841,1.0,1.0
lr_logis_57,0.0045629989999724785,96,2.9835000077582663e-05,0.1280148423005566,0.20408163265306123,0.287569573283859
spline_logis_57,0.0014659639998626515,38568,4.399399995236308e-05,1.0,1.0,1.0
nnr_logis_57,0.0005261590001737204,10120,0.0007016299999804687,1.0,1.0,1.0
ir_logis_57,0.004318754999985686,29536,7.256499998220534e-05,1.0,1.0,1.0
mvr_logis_57,0.01947295600007237,400,0.000179769000055785,1.0,1.0,1.0
lr_logis_58,0.004348591000052693,96,2.9582000024674926e-05,0.14414414414414414,0.24549549549549549,0.30180180180180183
spline_logis_58,0.0011956790001477202,32104,3.590299991174106e-05,1.0,1.0,1.0
nnr_logis_58,0.0004202200000236189,8976,0.0006758409999747528,1.0,1.0,1.0
ir_logis_58,0.0040767870000308895,24976,7.256500009589217e-05,1.0,1.0,1.0
mvr_logis_58,0.017652003999955927,336,0.00015170400001807138,0.9662162162162162,0.9977477477477478,1.0
lr_logis_59,0.004543023999985961,96,3.0088000016803562e-05,0.123046875,0.169921875,0.248046875
spline_logis_59,0.0014341070000227776,36728,5.7394999998905405e-05,1.0,1.0,1.0
nnr_logis_59,0.0004829240001527068,9792,0.0006973320000724925,1.0,1.0,1.0
ir_logis_59,0.00455086199985999,28240,7.635700001173973e-05,1.0,1.0,1.0
mvr_logis_59,0.02007850699988012,440,0.00019493900003908493,0.994140625,1.0,1.0
lr_logis_6,0.1287042599999495,96,3.362799998285482e-05,0.00033340985362760855,0.0005301763246209513,0.0006394910307283639
spline_logis_6,0.4688093150000441,12443056,0.00011984599996139877,1.0,1.0,1.0
nnr_logis_6,26.83146236199991,2199144,0.0007764709999946717,1.0,1.0,1.0
ir_logis_6,0.620593541000062,8785648,0.00011352500007433264,1.0,1.0,1.0
mvr_logis_6,2.9146762069999568,432,0.00020480000000588916,0.0030936061828397772,0.003875206331507778,0.005580515746783415
lr_logis_60,0.004417110000076718,96,3.1099000011636235e-05,0.17679558011049723,0.27071823204419887,0.4088397790055249
spline_logis_60,0.001125642000033622,26528,3.6662000070464273e-05,1.0,1.0,1.0
nnr_logis_60,0.00045157199997447606,7992,0.0006889879999789628,1.0,1.0,1.0
ir_logis_60,0.004208265000215761,21040,7.585200000903569e-05,1.0,1.0,1.0
mvr_logis_60,0.019265121999978874,408,0.00018356099997163255,1.0,1.0,1.0
lr_logis_61,0.00464744700002484,96,2.9583000014099525e-05,0.14435695538057744,0.2204724409448819,0.32545931758530183
spline_logis_61,0.0012778519999301352,27824,3.59030000254279e-05,1.0,1.0,1.0
nnr_logis_61,0.00038608599993494863,8224,0.0006869649999998728,1.0,1.0,1.0
ir_logis_61,0.004127860999915356,21952,7.7368999995997e-05,1.0,1.0,1.0
mvr_logis_61,0.01751875700006167,400,0.000175976000036826,1.0,1.0,1.0
lr_logis_62,0.00463809100006074,96,3.0088000016803562e-05,0.1347517730496454,0.18971631205673758,0.23404255319148937
spline_logis_62,0.0014510470000459466,40264,3.564999997252016e-05,1.0,1.0,1.0
nnr_logis_62,0.0005317220000051748,10416,0.0006892410000318705,1.0,1.0,1.0
ir_logis_62,0.0043051009999999215,30736,7.509399995342392e-05,1.0,1.0,1.0
mvr_logis_62,0.019622889999936888,400,0.0001815389999819672,0.9202127659574468,0.99822695035461,1.0
lr_logis_63,0.0043976410001960176,96,2.932999996119179e-05,0.23055555555555557,0.2833333333333333,0.35555555555555557
spline_logis_63,0.0010548469999775991,26392,3.716800006259291e-05,1.0,1.0,1.0
nnr_logis_63,0.00035574500020629785,7968,0.0006768519999695854,1.0,1.0,1.0
ir_logis_63,0.00383835899992846,20944,7.307100008802081e-05,1.0,1.0,1.0
mvr_logis_63,0.019238825999991604,440,0.00019544500003121357,1.0,1.0,1.0
lr_logis_64,0.0048322719999305255,96,2.9583000014099525e-05,0.14285714285714285,0.21804511278195488,0.2781954887218045
spline_logis_64,0.0012558540001919027,29048,3.8177999954314146e-05,1.0,1.0,1.0
nnr_logis_64,0.0003731919998699596,8440,0.0006963210000776598,1.0,1.0,1.0
ir_logis_64,0.004196379999939381,22816,7.180699992659356e-05,1.0,1.0,1.0
mvr_logis_64,0.01963831299985941,400,0.00018027500004791364,1.0,1.0,1.0
lr_logis_65,0.004683350000050268,96,3.362799998285482e-05,0.12562814070351758,0.1708542713567839,0.22613065326633167
spline_logis_65,0.0015736749999177846,42512,3.994899998360779e-05,1.0,1.0,1.0
nnr_logis_65,0.0005400659999850177,10816,0.0006771050000224932,1.0,1.0,1.0
ir_logis_65,0.0046095210000203215,32320,7.408200008285348e-05,1.0,1.0,1.0
mvr_logis_65,0.021093657999927014,440,0.0001946859999861772,0.9932998324958124,1.0,1.0
lr_logis_66,0.004500042000017857,96,2.9581999910988088e-05,0.33746130030959753,0.47368421052631576,0.6408668730650154
spline_logis_66,0.0009673649999513144,23880,3.59030000254279e-05,1.0,1.0,1.0
nnr_logis_66,0.00035346999993635114,7528,0.0006879769999841301,1.0,1.0,1.0
ir_logis_66,0.0038110530001631564,19168,8.192000007056777e-05,1.0,1.0,1.0
mvr_logis_66,0.018713171999934275,400,0.0001906410000174219,1.0,1.0,1.0
lr_logis_67,0.004551873000082196,96,3.1099000011636235e-05,0.13134851138353765,0.18563922942206654,0.26444833625218916
spline_logis_67,0.0016255070001989225,40744,3.59030000254279e-05,1.0,1.0,1.0
nnr_logis_67,0.0005150350000349134,10504,0.0006803919999356367,1.0,1.0,1.0
ir_logis_67,0.004519257000083599,31072,7.534700000633165e-05,1.0,1.0,1.0
mvr_logis_67,0.0180818310000177,368,0.0001681379999354249,0.9964973730297724,1.0,1.0
lr_logis_68,0.004600670999934664,96,3.135300005396857e-05,0.1198501872659176,0.20037453183520598,0.27153558052434457
spline_logis_68,0.001397445000066,38224,3.61559999646488e-05,1.0,1.0,1.0
nnr_logis_68,0.0005071959999440878,10056,0.0007018829999196896,1.0,1.0,1.0
ir_logis_68,0.004484365000053003,29296,7.307099997433397e-05,1.0,1.0,1.0
mvr_logis_68,0.01851494600009573,400,0.00018204400009835808,1.0,1.0,1.0
lr_logis_69,0.004384240000035788,88,2.932999996119179e-05,0.14429530201342283,0.2231543624161074,0.29697986577181207
spline_logis_69,0.0015180499999587482,42440,3.6409000017556536e-05,1.0,1.0,1.0
nnr_logis_69,0.0005625680000775901,10800,0.0006788740000729376,1.0,1.0,1.0
ir_logis_69,0.004595361000156117,32272,7.408199996916665e-05,1.0,1.0,1.0
mvr_logis_69,0.01807020100000045,368,0.0001640929999666696,0.9932885906040269,1.0,1.0
lr_logis_7,0.11787639900012435,96,3.3881000035762554e-05,0.00037235280428205724,0.0005171566726139684,0.0006929899413027176
spline_logis_7,0.496975152999994,13150736,0.00011301899996851716,1.0,1.0,1.0
nnr_logis_7,29.98646978900001,2324032,0.0007744480000155818,1.0,1.0,1.0
ir_logis_7,0.6642716010001095,9285184,0.00012338599992745003,1.0,1.0,1.0
mvr_logis_7,2.331711283000004,360,0.000175976000036826,0.003190856670028185,0.004070023013471931,0.004923331523284979
lr_logis_70,0.004545552000081443,96,3.034099995602446e-05,0.1529745042492918,0.24929178470254956,0.37393767705382436
spline_logis_70,0.0010616740000841671,25920,3.5396999919612426e-05,1.0,1.0,1.0
nnr_logis_70,0.0003577679999580141,7888,0.0006821610002134548,1.0,1.0,1.0
ir_logis_70,0.003882606000161104,20608,7.736900010968384e-05,1.0,1.0,1.0
mvr_logis_70,0.018802678000156448,408,0.00018482599989511073,0.9971671388101983,1.0,1.0
lr_logis_71,0.0043592089998583106,96,2.9582000024674926e-05,0.1444043321299639,0.21299638989169675,0.27978339350180503
spline_logis_71,0.0014055359999929349,39584,3.413300009924569e-05,1.0,1.0,1.0
nnr_logis_71,0.0006224920000477142,10296,0.0006771050000224932,1.0,1.0,1.0
ir_logis_71,0.004424442000072304,30256,9.532100011711009e-05,1.0,1.0,1.0
mvr_logis_71,0.02015461200016944,440,0.00019974299993918976,0.9981949458483754,1.0,1.0
lr_logis_72,0.00440472100012812,96,3.0341000183398137e-05,0.14893617021276595,0.27423167848699764,0.3900709219858156
spline_logis_72,0.0012545900001441625,30680,3.615600007833564e-05,1.0,1.0,1.0
nnr_logis_72,0.0005026450000968907,8728,0.0006750820000434032,1.0,1.0,1.0
ir_logis_72,0.004037851000020964,23968,7.458799996129528e-05,1.0,1.0,1.0
mvr_logis_72,0.018276517999993303,400,0.00018507799995859386,1.0,1.0,1.0
lr_logis_73,0.004244167000024389,96,3.1351999950857135e-05,0.17297297297297298,0.25135135135135134,0.34324324324324323
spline_logis_73,0.0010624320000260923,27072,3.565099996194476e-05,1.0,1.0,1.0
nnr_logis_73,0.00037420299986479216,8088,0.0006803920000493235,1.0,1.0,1.0
ir_logis_73,0.0037908249998963588,21424,7.231200015667127e-05,1.0,1.0,1.0
mvr_logis_73,0.01471425999989151,264,0.00012262699988241366,0.9594594594594594,0.9918918918918919,0.9972972972972973
lr_logis_74,0.004498523999927785,96,2.9835000077582663e-05,0.22244897959183674,0.2938775510204082,0.3693877551020408
spline_logis_74,0.0014985810000780475,35232,3.64089999038697e-05,1.0,1.0,1.0
nnr_logis_74,0.00047913200000948564,9528,0.0007228689999010385,1.0,1.0,1.0
ir_logis_74,0.0044911909999427735,27184,7.281700004568847e-05,1.0,1.0,1.0
mvr_logis_74,0.02047546500011776,432,0.0001972150000710826,1.0,1.0,1.0
lr_logis_75,0.004697002999819233,96,3.185700006724801e-05,0.12522045855379188,0.18518518518518517,0.24162257495590828
spline_logis_75,0.0016161519999968732,40472,3.615600007833564e-05,1.0,1.0,1.0
nnr_logis_75,0.0005104829999709182,10456,0.0006819079999331734,1.0,1.0,1.0
ir_logis_75,0.004605476000051567,30880,8.520699998371128e-05,1.0,1.0,1.0
mvr_logis_75,0.017127360999893426,336,0.0001499339998645155,0.7107583774250441,0.9118165784832452,0.982363315696649
lr_logis_76,0.004300045000036334,96,2.9582000024674926e-05,0.11940298507462686,0.20522388059701493,0.28171641791044777
spline_logis_76,0.0014366350001182582,38360,3.742099988812697e-05,1.0,1.0,1.0
nnr_logis_76,0.0004902559999209188,10080,0.0007036530000732455,1.0,1.0,1.0
ir_logis_76,0.004147076999970523,29392,8.545900004719442e-05,1.0,1.0,1.0
mvr_logis_76,0.020354860999987068,440,0.00019873199994435709,1.0,1.0,1.0
lr_logis_77,0.004412053000123707,96,3.00880001304904e-05,0.1299559471365639,0.21806167400881057,0.28634361233480177
spline_logis_77,0.001225767000050837,32784,3.489199980322155e-05,1.0,1.0,1.0
nnr_logis_77,0.0004361480000625306,9096,0.0007036530000732455,1.0,1.0,1.0
ir_logis_77,0.003970088999949439,25456,8.090899996204826e-05,1.0,1.0,1.0
mvr_logis_77,0.01984488299990517,432,0.00020227200002409518,0.9933920704845814,1.0,1.0
lr_logis_78,0.0043268460001399936,96,2.9582000024674926e-05,0.08163265306122448,0.17517006802721088,0.272108843537415
spline_logis_78,0.0015774670000610056,41896,3.767399994103471e-05,1.0,1.0,1.0
nnr_logis_78,0.0005299520000789926,10704,0.0007865839997975854,1.0,1.0,1.0
ir_logis_78,0.0044648969999343535,31888,7.307100008802081e-05,1.0,1.0,1.0
mvr_logis_78,0.01773771700004545,328,0.00015170400001807138,0.9421768707482994,0.9982993197278912,0.9982993197278912
lr_logis_79,0.004558699999961391,96,2.9582000024674926e-05,0.14553990610328638,0.20657276995305165,0.31220657276995306
spline_logis_79,0.0011597759998949186,30880,3.6409000131243374e-05,1.0,1.0,1.0
nnr_logis_79,0.0004272989999662968,8760,0.0007162939998579532,1.0,1.0,1.0
ir_logis_79,0.0041885430000547785,24112,7.660999995096063e-05,1.0,1.0,1.0
