,avg size,avg card,avg pred time,avg max error,avg min error,avg avg error,name
0,698399.2727272727,101448.36363636363,156762.47890555096,12890.015672751779,-46972.47006515723,136.91168026828652,mvr
1,49422498.18181818,101448.36363636363,12646.378157220623,316.89514713358164,-3223.3104510886765,5.9498574197491685,nn
2,4791589.818181818,101448.36363636363,5347.410440542477,16.56562250419108,-13.427193041827303,1.7636500595950324,aSize
3,5579240.363636363,101448.36363636363,5350.186012913144,15.21988488167263,-11.821209580671551,1.403987152384699,aTime
4,8503084.0,101448.36363636363,4310.890427461028,1.5874816612763837e-11,-1.5874816612763837e-11,1.0915562081951598e-14,aprec
5,4794661.818181818,101448.36363636363,5257.79923558312,16.46101304054194,-13.197539624567328,1.7573954717377647,aopt
