name,nn,nnr,ir,lr,mvr,spline
beta_60,0.36274796129658526,0.511836605051181,0.6237826733551213,0.8908290155440415,0.6398248574876892,0.7565907007099435
beta_61,0.3855922611405249,0.5113709074544056,0.6148886866548271,0.877421875,0.6316081205545168,0.7485625479952609
beta_62,0.38403756745926987,0.5105283164343477,0.6044926938598219,0.8074943566591423,0.6417446181931654,0.7621311985229393
beta_63,0.32699014117071956,0.5084154471924427,0.6158422045195839,0.7906505576208178,0.6418637756089607,0.7379553435904225
beta_64,0.36448041666730885,0.5113868896604791,0.6190072689864208,0.894088669950739,0.633456712038684,0.7517194103736888
beta_65,0.1434143642923047,0.5134559420370304,0.6073202325793262,0.8969230769230769,0.6525525730730278,0.7731772983739154
beta_66,0.21204288666340815,0.5099920086727783,0.6189157102345789,0.8292489270386266,0.6409651971794588,0.756055667133884
beta_67,0.31935304452581165,0.5073240296621724,0.6058630892843329,0.7858823529411765,0.6319358843709841,0.7526091988349592
beta_68,0.32797821956253354,0.5081250780425175,0.617505158012029,0.895609756097561,0.6324280040498843,0.7704681757491709
beta_69,0.09472017869595081,0.5073278613559273,0.620781001205239,0.8010350584307179,0.6533648732149295,0.7597426006156569
beta_7,0.07902972730209065,0.44692300214876024,0.520630540792426,0.6605209746735525,0.3717403278148457,0.505944481300743
beta_70,0.3328360640171034,0.5079178770439943,0.6100824492817687,0.8393877551020409,0.6729580751087012,0.7581644702530322
beta_71,0.34958194340520754,0.5085279307721957,0.6202625750531932,0.778566371681416,0.6715707840835214,0.7692713144165801
beta_72,0.3159717531305787,0.5041849535729401,0.6032692964219206,0.8591061452513967,0.6226137214906107,0.7339649613611221
beta_73,0.389939575691685,0.5157838485083059,0.6373672060348248,0.8866773162939298,0.6446004776685508,0.7830812941898135
beta_74,0.2933213714087518,0.5092770455650435,0.6161609812740159,0.8140969162995595,0.6260459273693906,0.7621287631335478
beta_75,0.3718047155774631,0.5108913625525767,0.6185570694561924,0.8878752886836028,0.6406971797053987,0.7633659064011264
beta_76,0.38533822168807025,0.5131532013480193,0.6228125328470728,0.8311111111111111,0.6521422722933683,0.7664587736475297
beta_77,0.3998582476443837,0.5122033975510987,0.6224828787083088,0.9295,0.6409825366605277,0.7631708206806798
beta_78,0.3828587204504024,0.5136256224690382,0.6197717310823023,0.9433018867924529,0.6304670517297208,0.7662750146286517
beta_79,0.3522677410451606,0.5119757531037556,0.6131608285366221,0.8420984455958549,0.6403724661561351,0.7690308042326024
beta_8,0.0805386413848032,0.4496873499191896,0.5341175993768474,0.6603145450707198,0.3746959933236692,0.5111787005161595
beta_80,0.3653226613333187,0.5144517494896549,0.6372593331852054,0.88,0.6473137047708011,0.7895948156034429
beta_81,0.3766098398370044,0.5110486710096418,0.614878115346065,0.8169605568445476,0.6485636891526918,0.7613812129554136
beta_82,0.3608718040852358,0.5077884467125939,0.6112532929238614,0.7286772486772487,0.658898598985423,0.7189751176099277
beta_83,0.35973183671579123,0.512378264125785,0.5977988350621318,0.9140625,0.6509465475535714,0.7551774559371219
beta_84,0.3540550557103729,0.511784665242565,0.6166929582789067,0.9055613577023499,0.6312083809935571,0.7620144934185842
beta_85,0.3342742606591283,0.5056012425970298,0.6125463647300724,0.8662500000000001,0.643387866873099,0.7245255622550353
beta_86,0.37964610550670824,0.5113415734232765,0.6211616604362318,0.8956009615384616,0.6491417966834117,0.7725348344845782
beta_87,0.37527173989888374,0.5119563318076918,0.6213586463780965,0.8754755784061697,0.6345671378568971,0.7697179696817927
